iter	Logloss
164	0.0002342291067
165	0.0002342338589
166	0.0002342238334
167	0.0002342256505
168	0.0002342232271
169	0.0002342232271
170	0.0002342206919
171	0.0002342206919
172	0.0002342206919
173	0.0002342206919
174	0.0002342223357
175	0.000234224033
176	0.0002342206421
177	0.0002342146679
178	0.0002342110966
179	0.0002342241845
180	0.0002342241845
181	0.0002342031062
182	0.0002342046043
183	0.0002341925442
184	0.0002342014226
185	0.0002341990093
186	0.0002341896174
187	0.0002341957188
188	0.0002341957188
189	0.0002341984707
190	0.0002341915809
191	0.0002341915809
192	0.0002341854377
193	0.0002341812772
194	0.0002341861621
195	0.0002341762923
196	0.0002341762923
197	0.0002341762923
198	0.0002341762923
199	0.0002341785102
200	0.0002341785102
201	0.0002341729453
202	0.0002341696902
203	0.0002341627899
204	0.0002341627899
205	0.0002341627899
206	0.0002341628569
207	0.0002341587336
208	0.0002341572371
209	0.0002341586692
210	0.0002341479206
211	0.0002278108851
212	0.0002278108851
213	0.0002278031696
214	0.0002278087706
215	0.0002277985283
216	0.0002277985283
217	0.0002277997645
218	0.0002277948507
219	0.0002277940837
220	0.0002277905617
221	0.0002277906989
222	0.0002277884848
223	0.0002277853336
224	0.0002277898285
225	0.0002216748643
226	0.0002216748643
227	0.000221676575
228	0.000221676575
229	0.0002216730221
230	0.0002216669442
231	0.0002216728455
232	0.0002216728455
233	0.0002216643651
234	0.0002216625903
235	0.0002216590567
236	0.0002216590567
237	0.000221667053
238	0.000221667053
239	0.0002216562738
240	0.0002216582139
241	0.000221662918
242	0.0002216539224
243	0.0002216539224
244	0.0002216539224
245	0.0002216539224
246	0.0002216584034
247	0.0002216584034
248	0.0002216455223
249	0.0002216535149
250	0.0002216535149
251	0.0002216372573
252	0.0002216372573
253	0.0002216372573
254	0.0002216373255
255	0.0002216380231
256	0.0002216367124
257	0.0002216280227
258	0.0002216266823
259	0.0002216326159
260	0.0002216326159
261	0.00022162432
262	0.00022162432
263	0.0002216318045
264	0.0002216133446
265	0.0002216133446
266	0.0002216202251
267	0.0002216202251
268	0.0002216142991
269	0.0002216134973
270	0.0002216134973
271	0.0002216161203
272	0.0002216100758
273	0.0002216100758
274	0.0002215993201
275	0.0002215993201
276	0.0002215959429
277	0.0002215965589
278	0.0002216015895
279	0.0002215964225
280	0.0002215944
281	0.0002216001588
282	0.0002215908204
283	0.0002215861414
284	0.0002215861414
285	0.0002215824124
286	0.0002215824124
287	0.0002215776099
288	0.0002215776099
289	0.0002215806803
290	0.0002215806803
291	0.0002215805828
292	0.0002215805828
293	0.0002215687975
294	0.0002215728279
295	0.0002215728279
296	0.0002215728279
297	0.0002215728279
298	0.0002215728279
299	0.0002215694931
300	0.0002215575581
301	0.0002215548647
302	0.0002215548647
303	0.0002215548647
304	0.0002215516797
305	0.0002215516797
306	0.0002215516797
307	0.0002215534766
308	0.0002215534766
309	0.0002215432156
310	0.0002215519505
311	0.0002215480866
312	0.0002215507994
313	0.0002215487171
314	0.0002215435664
315	0.0002215314009
316	0.0002215314009
317	0.0002215314009
318	0.0002215314009
319	0.0002215314009
320	0.0002215272889
321	0.0002215272889
322	0.0002215330702
323	0.0002215305765
324	0.0002215305765
325	0.0002215265361
326	0.0002215265361
327	0.0002215265361
328	0.0002215265361
329	0.0002215198392
330	0.0002215198392
331	0.0002215244617
332	0.0002215244617
333	0.0002215244617
334	0.0002215162775
335	0.0002215162775
336	0.0002215195517
337	0.000221522222
338	0.0002215199107
339	0.0002215199107
340	0.0002215203049
341	0.0002215140075
342	0.0002215128463
343	0.0002215092586
344	0.0002215092586
345	0.0002215092586
346	0.0002215000341
347	0.0002214973316
348	0.0002215028605
349	0.000221497984
350	0.000221497984
351	0.0002214908158
352	0.0002214908158
353	0.0002214831489
354	0.0002214920123
355	0.0002214774383
356	0.0002214774383
357	0.0002214774383
358	0.0002214849308
359	0.0002214831568
360	0.0002214831568
361	0.0002214798676
362	0.0002214723981
363	0.0002214723981
364	0.0002214671738
365	0.000221473181
366	0.000221473181
367	0.000221473181
368	0.0002214571608
369	0.0002214584154
370	0.0002214514716
371	0.0002214586275
372	0.0002214586275
373	0.0002214556149
374	0.0002214518779
375	0.0002214522123
376	0.0002214431749
377	0.0002214431749
378	0.0002214431749
379	0.000221439807
380	0.0002214437884
381	0.0002214360883
382	0.0002214325509
383	0.0002214325509
384	0.0002214363825
385	0.0002214285038
386	0.0002214320826
387	0.0002214306096
388	0.0002214306096
389	0.0002214309502
390	0.0002214309502
391	0.0002214277133
392	0.0002214244517
393	0.0002214189571
394	0.0002214189571
395	0.0002214186457
396	0.0002214184465
397	0.0002214184465
398	0.0002214128297
399	0.0002214124636
400	0.0002214124636
401	0.0002214124636
402	0.00022141558
403	0.0002214094702
404	0.0002214105599
405	0.0002214022937
406	0.0002214015806
407	0.0002213939413
408	0.0002213942167
409	0.0002213873942
410	0.0002213909793
411	0.0002213893184
412	0.0002213851847
413	0.0002213851847
414	0.0002213793009
415	0.0002213774868
416	0.0002213774868
417	0.0002213774868
418	0.0002213774868
419	0.0002213774868
420	0.0002213713217
421	0.0002213781191
422	0.0002213783207
423	0.0002213783207
424	0.0002213725101
425	0.0002213725101
426	0.0002213617716
427	0.0002213669867
428	0.000221358302
429	0.000221358302
430	0.0002213571094
431	0.0002213571094
432	0.0002213542893
433	0.0002213520446
434	0.0002213505686
435	0.0002213428971
436	0.0002213428971
437	0.0002213428971
438	0.0002213553911
439	0.0002213431925
440	0.0002213417312
441	0.0002213407532
442	0.0002213461512
443	0.0002213461512
444	0.0002213319108
445	0.0002213319246
446	0.0002213319246
447	0.0002213283562
448	0.0002213302071
449	0.0002213247761
450	0.0002213247761
451	0.0002213151859
452	0.0002213147494
453	0.000221316057
454	0.0002213068254
455	0.0002213122551
456	0.0002213122551
457	0.0002212948092
458	0.0002212948092
459	0.0002213031119
460	0.0002212922708
461	0.0002212932333
462	0.000221294926
463	0.0002212927697
464	0.0002212927697
465	0.0002212791959
466	0.0002212791959
467	0.0002212810393
468	0.0002212793278
469	0.0002212750556
470	0.0002212758997
471	0.0002212758997
472	0.0002212758997
473	0.0002212600477
474	0.000221261122
475	0.0002212453892
476	0.0002212557955
477	0.0002212525192
478	0.0002212416049
479	0.0002212416049
480	0.0002212370318
481	0.0002212500841
482	0.0002212360233
483	0.000221236471
484	0.0002212494229
485	0.0002212354043
486	0.0002212371486
487	0.000221229485
488	0.000221229485
489	0.0002212316715
490	0.0002212316715
491	0.000221231849
492	0.000221231849
493	0.000221227411
494	0.000221227411
495	0.0002212204019
496	0.0002212250608
497	0.0002212160062
498	0.0002212167917
499	0.0002212167917
500	0.0002212187694
501	0.0002212198048
502	0.0002212071977
503	0.0002212071977
504	0.0002212081799
505	0.0002212020083
506	0.0002211939061
507	0.000221191571
508	0.0002211921862
509	0.0002211893707
510	0.0002211863835
511	0.0002211863835
512	0.0002211863835
513	0.0002211915935
514	0.0002211915935
515	0.0002211892773
516	0.0002211906394
517	0.0002211807579
518	0.0002211807579
519	0.0002211711116
520	0.0002211767588
521	0.0002211767588
522	0.0002211585823
523	0.0002211693845
524	0.0002211536267
525	0.0002211537329
526	0.000221148378
527	0.000221148378
528	0.0002211457357
529	0.0002211377466
530	0.0002211302441
531	0.0002211332689
532	0.0002211327391
533	0.0002211258037
534	0.0002211240788
535	0.0002211240788
536	0.0002211240788
537	0.0002211152639
538	0.0002211084984
539	0.0002210973944
540	0.0002210973944
541	0.0002210973944
542	0.0002210973944
543	0.0002211021501
544	0.0002210899272
545	0.0002210899272
546	0.0002210899272
547	0.0002210899272
548	0.0002210943907
549	0.0002210943907
550	0.0002210943907
551	0.0002210943907
552	0.0002210943907
553	0.0002210943907
554	0.0002210943907
555	0.0002210844359
556	0.0002210863039
557	0.0002210863039
558	0.0002210863039
559	0.0002210863039
560	0.0002210863039
561	0.0002210863039
562	0.0002210863039
563	0.0002210863039
564	0.0002210863039
565	0.0002210863039
566	0.0002210863039
567	0.0002210778113
568	0.0002210758377
569	0.0002210758377
570	0.0002210758377
571	0.0002210758377
572	0.0002210758377
573	0.0002210758377
574	0.0002210717681
575	0.0002210717681
576	0.0002210687274
577	0.0002210687274
578	0.0002210687274
579	0.0002210687274
580	0.0002210687274
581	0.0002210687274
582	0.000221062682
583	0.000221063203
584	0.0002210600515
585	0.0002210600515
586	0.0002210600515
587	0.0002210600515
588	0.0002210600515
589	0.0002210600515
590	0.0002210600515
591	0.0002210600515
592	0.0002210600515
593	0.0002210600515
594	0.0002210600515
595	0.0002210600515
596	0.0002210600515
597	0.0002210530725
598	0.0002210530725
599	0.0002210530725
600	0.0002210530725
601	0.0002210530725
602	0.0002210530725
603	0.0002210530725
604	0.0002210530725
605	0.0002210530725
606	0.0002210530725
607	0.0002210530725
608	0.0002210530725
609	0.0002210530725
610	0.0002210530725
611	0.0002210530725
612	0.0002210530725
613	0.0002210530725
614	0.0002210530725
615	0.0002210530725
616	0.0002210530725
617	0.0002210530725
618	0.0002210530725
619	0.0002210530725
620	0.0002210530725
621	0.0002210530725
622	0.0002210530725
623	0.0002210530725
624	0.0002210530725
625	0.0002210530725
626	0.0002210530725
627	0.0002210530725
628	0.0002210530725
629	0.0002210530725
630	0.0002210530725
631	0.0002210530725
632	0.0002210530725
633	0.0002210530725
634	0.0002210530725
635	0.0002210530725
636	0.0002210530725
637	0.0002210530725
638	0.0002210530725
639	0.0002210530725
640	0.0002210530725
641	0.0002210530725
642	0.0002210530725
643	0.0002210530725
644	0.0002210530725
645	0.0002210530725
646	0.0002210530725
647	0.0002210530725
648	0.0002210530725
649	0.0002210575883
650	0.0002210575883
651	0.0002210575883
652	0.0002210575883
653	0.0002210575883
654	0.0002210575883
655	0.0002210575883
656	0.0002210575883
657	0.0002210575883
658	0.0002210575883
659	0.0002210575883
660	0.0002210575883
661	0.0002210575883
662	0.0002210575883
663	0.0002210575883
664	0.0002210575883
665	0.0002210575883
666	0.0002210575883
667	0.0002210575883
668	0.0002210575883
669	0.0002210575883
670	0.0002210575883
671	0.0002210575883
672	0.0002210575883
673	0.0002210575883
674	0.0002210575883
675	0.0002210575883
676	0.0002210575883
677	0.0002210575883
678	0.0002210575883
679	0.0002210575883
680	0.0002210575883
681	0.0002210575883
682	0.0002210575883
683	0.0002210575883
684	0.0002210575883
685	0.0002210575883
686	0.0002210575883
687	0.0002210575883
688	0.0002210575883
689	0.0002210575883
690	0.0002210575883
691	0.0002210575883
692	0.0002210575883
693	0.0002210575883
694	0.0002210575883
695	0.0002210575883
696	0.0002210575883
697	0.0002210575883
698	0.0002210575883
699	0.0002210575883
700	0.0002210575883
701	0.0002210575883
702	0.0002210575883
703	0.0002210575883
704	0.0002210575883
705	0.0002210575883
706	0.0002210575883
707	0.0002210575883
708	0.0002210575883
709	0.0002210575883
710	0.0002210575883
711	0.0002210575883
712	0.0002210575883
713	0.0002210575883
714	0.0002210575883
715	0.0002210575883
716	0.0002210575883
717	0.0002210575883
718	0.0002210575883
719	0.0002210575883
720	0.0002210575883
721	0.0002210575883
722	0.0002210575883
723	0.0002210575883
724	0.0002210575883
725	0.0002210575883
726	0.0002210575883
727	0.0002210575883
728	0.0002210575883
729	0.0002210575883
730	0.0002210575883
731	0.0002210575883
732	0.0002210575883
733	0.0002210575883
734	0.0002210575883
735	0.0002210575883
736	0.0002210575883
737	0.0002210575883
738	0.0002210575883
739	0.0002210575883
740	0.0002210575883
741	0.0002210575883
742	0.0002210575883
743	0.0002210575883
744	0.0002210575883
745	0.0002210575883
746	0.0002210575883
747	0.0002210575883
748	0.0002210575883
749	0.0002210575883
750	0.0002210575883
751	0.0002210575883
752	0.0002210575883
753	0.0002210575883
754	0.0002210575883
755	0.0002210575883
756	0.0002210575883
757	0.0002210575883
758	0.0002210575883
759	0.0002210575883
760	0.0002210575883
761	0.0002210575883
762	0.0002210575883
763	0.0002210575883
764	0.0002210575883
765	0.0002210575883
766	0.0002210575883
767	0.0002210575883
768	0.0002210575883
769	0.0002210575883
770	0.0002210575883
771	0.0002210575883
772	0.0002210575883
773	0.0002210575883
774	0.0002210575883
775	0.0002210575883
776	0.0002210575883
777	0.0002210575883
778	0.0002210575883
779	0.0002210575883
780	0.0002210575883
781	0.0002210575883
782	0.0002210575883
783	0.0002210575883
784	0.0002210575883
785	0.0002210575883
786	0.0002210575883
787	0.0002210575883
788	0.0002210575883
789	0.0002210575883
790	0.0002210575883
791	0.0002210575883
792	0.0002210575883
793	0.0002210575883
794	0.0002210575883
795	0.0002210575883
796	0.0002210575883
797	0.0002210575883
798	0.0002210575883
799	0.0002210575883
